Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,OpenPorchSF,SalePrice
1405,60.0,10410,Reg,OldTown,1.5Fin,3,4,1915,1950,Wd Sdng,Wd Sdng,2,PConc,2.0,No,Unf,0.0,672.0,672.0,3,694,1214,0.0,1,0,3,2.0,6,0,,Detchd,1998.0,1.0,3.0,936.0,0,105000.0
1406,44.0,3842,IR1,Crawfor,1Story,8,5,2004,2005,CemntBd,CmentBd,3,PConc,4.0,Gd,GLQ,1373.0,221.0,1594.0,5,1646,1646,1.0,2,0,2,3.0,5,1,4.0,Attchd,2004.0,3.0,2.0,482.0,53,275000.0
1407,70.0,8445,Reg,CollgCr,SFoyer,5,7,1972,2007,HdBoard,Wd Shng,2,CBlock,3.0,Av,GLQ,656.0,112.0,768.0,3,768,768,1.0,1,0,2,2.0,5,0,,Detchd,1988.0,1.0,2.0,396.0,0,133000.0
1408,,8780,IR1,Mitchel,1Story,5,5,1985,1985,HdBoard,Plywood,2,CBlock,2.0,No,ALQ,625.0,208.0,833.0,5,833,833,1.0,1,0,3,2.0,5,0,,,,,0.0,0.0,0,112000.0
1409,60.0,7740,Reg,OldTown,2Story,4,7,1910,1950,VinylSd,VinylSd,2,CBlock,1.0,No,Unf,0.0,622.0,622.0,4,741,1363,0.0,1,0,3,2.0,6,0,,Detchd,1966.0,1.0,2.0,528.0,0,125500.0
1410,46.0,20544,IR1,NWAmes,2Story,7,6,1986,1991,Plywood,Plywood,2,CBlock,3.0,No,Unf,0.0,791.0,791.0,4,1236,2093,0.0,2,1,3,2.0,7,1,3.0,Attchd,1986.0,3.0,2.0,542.0,63,215000.0
1411,79.0,12420,Reg,CollgCr,2Story,7,5,2001,2001,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,666.0,278.0,944.0,5,944,1840,1.0,2,1,3,3.0,6,0,,Attchd,2001.0,2.0,2.0,622.0,45,230000.0
1412,80.0,9600,Reg,NAmes,1.5Fin,6,8,1950,2005,VinylSd,VinylSd,2,CBlock,2.0,No,BLQ,120.0,736.0,856.0,5,1112,1668,0.0,1,1,3,2.0,6,0,,Attchd,1950.0,1.0,1.0,271.0,0,140000.0
1413,60.0,7200,Reg,NAmes,1Story,4,5,1949,1950,BrkFace,Stone,2,Slab,,,,0.0,0.0,0.0,2,1040,1040,0.0,2,0,2,2.0,6,0,,Detchd,1956.0,1.0,2.0,420.0,0,90000.0
1414,88.0,10994,IR1,SawyerW,1Story,8,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,976.0,868.0,1844.0,5,1844,1844,1.0,2,0,2,3.0,7,1,4.0,Attchd,2005.0,3.0,2.0,620.0,44,257000.0
1415,64.0,13053,Reg,BrkSide,1.5Fin,6,7,1923,2000,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,833.0,833.0,4,1053,1848,0.0,1,1,4,3.0,8,1,4.0,Detchd,1922.0,1.0,2.0,370.0,0,207000.0
1416,51.0,3635,Reg,Blmngtn,1Story,7,5,2007,2007,VinylSd,VinylSd,3,PConc,3.0,No,ALQ,988.0,398.0,1386.0,5,1569,1569,0.0,2,0,1,3.0,7,1,3.0,Attchd,2007.0,2.0,3.0,660.0,20,175900.0
1417,60.0,11340,Reg,OldTown,2Story,4,6,1885,1950,VinylSd,AsbShng,2,PConc,2.0,No,Unf,0.0,777.0,777.0,4,1246,2290,0.0,2,0,4,2.0,11,0,,Detchd,1971.0,1.0,2.0,560.0,0,122500.0
1418,,16545,IR1,NoRidge,2Story,8,5,1998,1998,VinylSd,VinylSd,3,PConc,3.0,Mn,GLQ,781.0,503.0,1284.0,5,1310,2450,1.0,2,1,3,3.0,7,1,3.0,Attchd,1998.0,3.0,3.0,1069.0,126,340000.0
1419,71.0,9204,Reg,NAmes,1Story,5,5,1963,1963,HdBoard,HdBoard,2,CBlock,2.0,No,BLQ,25.0,247.0,1144.0,3,1144,1144,1.0,1,1,3,2.0,6,0,,Detchd,1962.0,1.0,1.0,336.0,88,124000.0
1420,,16381,IR1,Crawfor,1Story,6,5,1969,1969,Plywood,Plywood,3,CBlock,2.0,Av,Rec,1110.0,734.0,1844.0,4,1844,1844,1.0,2,0,3,3.0,7,1,3.0,Attchd,1969.0,2.0,2.0,540.0,73,223000.0
1421,90.0,11700,Reg,NWAmes,2Story,6,6,1968,1968,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,404.0,304.0,708.0,4,708,1416,0.0,2,1,3,2.0,7,1,3.0,Attchd,1968.0,2.0,2.0,776.0,169,179900.0
1422,53.0,4043,Reg,NPkVill,1Story,6,5,1977,1977,Plywood,Plywood,2,CBlock,3.0,No,ALQ,360.0,709.0,1069.0,3,1069,1069,0.0,2,0,2,2.0,4,1,2.0,Attchd,1977.0,2.0,2.0,440.0,55,127500.0
1423,37.0,4435,Reg,CollgCr,1Story,6,5,2003,2003,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,686.0,162.0,848.0,5,848,848,1.0,1,0,1,3.0,3,0,,Attchd,2003.0,3.0,2.0,420.0,0,136500.0
1424,,19690,IR1,Edwards,SLvl,6,7,1966,1966,Plywood,Plywood,3,CBlock,3.0,Av,Unf,0.0,697.0,697.0,3,1575,2201,0.0,2,0,4,3.0,8,1,4.0,Attchd,1966.0,1.0,2.0,432.0,236,274970.0
1425,,9503,Reg,NAmes,1Story,5,5,1958,1983,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,457.0,193.0,1024.0,3,1344,1344,1.0,1,0,2,2.0,6,1,3.0,Detchd,1970.0,1.0,1.0,484.0,28,144000.0
1426,80.0,10721,IR1,NAmes,1Story,6,6,1959,1959,HdBoard,HdBoard,3,CBlock,2.0,No,Unf,0.0,1252.0,1252.0,5,1252,1252,0.0,1,0,3,3.0,7,0,,Detchd,1960.0,1.0,2.0,528.0,39,142000.0
1427,81.0,10944,IR1,NoRidge,2Story,7,5,1994,1994,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,1000.0,223.0,1223.0,5,1223,2127,1.0,2,1,3,3.0,5,2,3.0,Attchd,1994.0,2.0,2.0,525.0,132,271000.0
1428,60.0,10930,Reg,NAmes,1.5Fin,5,6,1945,1950,MetalSd,MetalSd,2,CBlock,2.0,No,BLQ,580.0,333.0,913.0,3,1048,1558,1.0,1,1,3,2.0,6,1,3.0,Attchd,1962.0,1.0,1.0,288.0,0,140000.0
1429,60.0,7200,Reg,OldTown,1Story,5,7,1940,1992,MetalSd,MetalSd,2,CBlock,2.0,No,BLQ,510.0,278.0,788.0,3,804,804,1.0,1,0,2,3.0,4,2,4.0,Attchd,1940.0,1.0,1.0,240.0,0,119000.0
1430,,12546,IR1,NWAmes,1Story,6,7,1981,1981,MetalSd,MetalSd,3,CBlock,3.0,No,BLQ,678.0,762.0,1440.0,5,1440,1440,0.0,2,0,3,3.0,7,1,3.0,Attchd,1981.0,3.0,2.0,467.0,0,182900.0
1431,60.0,21930,IR3,Gilbert,2Story,5,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,Av,Unf,0.0,732.0,732.0,5,734,1838,0.0,2,1,4,2.0,7,1,4.0,BuiltIn,2005.0,3.0,2.0,372.0,40,192140.0
1432,,4928,IR1,NPkVill,1Story,6,6,1976,1976,Plywood,Plywood,2,CBlock,3.0,No,LwQ,958.0,0.0,958.0,3,958,958,0.0,2,0,2,2.0,5,0,,Attchd,1976.0,2.0,2.0,440.0,60,143750.0
1433,60.0,10800,Reg,OldTown,1Story,4,6,1927,2007,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,656.0,656.0,3,968,968,0.0,2,0,4,2.0,5,0,,Detchd,1928.0,1.0,1.0,216.0,0,64500.0
1434,93.0,10261,IR1,Gilbert,2Story,6,5,2000,2000,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,936.0,936.0,5,962,1792,1.0,2,1,3,2.0,8,1,3.0,Attchd,2000.0,3.0,2.0,451.0,0,186500.0
1435,80.0,17400,Reg,Mitchel,1Story,5,5,1977,1977,BrkFace,BrkFace,2,CBlock,2.0,No,ALQ,936.0,190.0,1126.0,2,1126,1126,1.0,2,0,3,2.0,5,1,4.0,Attchd,1977.0,2.0,2.0,484.0,41,160000.0
1436,80.0,8400,Reg,NAmes,1Story,6,9,1962,2005,Wd Sdng,Wd Sdng,3,CBlock,2.0,No,Unf,0.0,1319.0,1319.0,3,1537,1537,1.0,1,1,3,3.0,7,1,4.0,Attchd,1962.0,2.0,2.0,462.0,36,174000.0
1437,60.0,9000,Reg,NAmes,1Story,4,6,1971,1971,HdBoard,HdBoard,2,PConc,2.0,No,ALQ,616.0,248.0,864.0,3,864,864,0.0,1,0,3,2.0,5,0,,Detchd,1974.0,1.0,2.0,528.0,0,120500.0
1438,96.0,12444,Reg,NridgHt,1Story,8,5,2008,2008,VinylSd,VinylSd,4,PConc,4.0,Av,GLQ,1336.0,596.0,1932.0,5,1932,1932,1.0,2,0,2,4.0,7,1,4.0,Attchd,2008.0,3.0,3.0,774.0,66,394617.0
1439,90.0,7407,Reg,OldTown,1Story,6,7,1957,1996,MetalSd,MetalSd,2,CBlock,2.0,No,GLQ,600.0,312.0,912.0,3,1236,1236,1.0,1,0,2,2.0,6,0,,Attchd,1957.0,1.0,2.0,923.0,158,149700.0
1440,80.0,11584,Reg,NWAmes,SLvl,7,6,1979,1979,HdBoard,HdBoard,2,CBlock,2.0,No,GLQ,315.0,114.0,539.0,3,1040,1725,0.0,2,1,3,2.0,6,1,3.0,Attchd,1979.0,2.0,2.0,550.0,88,197000.0
1441,79.0,11526,IR1,Crawfor,2.5Fin,6,7,1922,1994,MetalSd,MetalSd,2,BrkTil,4.0,No,Unf,0.0,588.0,588.0,2,1423,2555,0.0,2,0,3,2.0,11,1,4.0,Detchd,1993.0,3.0,2.0,672.0,0,191000.0
1442,,4426,Reg,CollgCr,1Story,6,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,697.0,151.0,848.0,5,848,848,1.0,1,0,1,3.0,3,1,3.0,Attchd,2004.0,2.0,2.0,420.0,0,149300.0
1443,85.0,11003,Reg,Somerst,2Story,10,5,2008,2008,VinylSd,VinylSd,4,PConc,4.0,Av,GLQ,765.0,252.0,1017.0,5,1026,2007,1.0,2,1,3,4.0,10,1,5.0,Attchd,2008.0,3.0,3.0,812.0,52,310000.0
1444,,8854,Reg,BrkSide,1.5Unf,6,6,1916,1950,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,952.0,952.0,2,952,952,0.0,1,0,2,1.0,4,1,4.0,Detchd,1916.0,1.0,1.0,192.0,98,121000.0
1445,63.0,8500,Reg,CollgCr,1Story,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,Av,Unf,0.0,1422.0,1422.0,5,1422,1422,0.0,2,0,3,3.0,7,0,,Attchd,2004.0,2.0,2.0,626.0,60,179600.0
1446,70.0,8400,Reg,Sawyer,SFoyer,6,5,1966,1966,VinylSd,VinylSd,2,CBlock,2.0,Gd,LwQ,187.0,0.0,814.0,4,913,913,1.0,1,0,3,2.0,6,0,,Detchd,1990.0,1.0,1.0,240.0,0,129000.0
1447,,26142,IR1,Mitchel,1Story,5,7,1962,1962,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,593.0,595.0,1188.0,3,1188,1188,0.0,1,0,3,2.0,6,0,,Attchd,1962.0,1.0,1.0,312.0,39,157900.0
1448,80.0,10000,Reg,CollgCr,2Story,8,5,1995,1996,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,1079.0,141.0,1220.0,5,1220,2090,1.0,2,1,3,3.0,8,1,3.0,Attchd,1995.0,2.0,2.0,556.0,65,240000.0
1449,70.0,11767,Reg,Edwards,2Story,4,7,1910,2000,MetalSd,HdBoard,2,CBlock,1.0,No,Unf,0.0,560.0,560.0,4,796,1346,0.0,1,1,2,2.0,6,0,,Detchd,1950.0,1.0,1.0,384.0,24,112000.0
1450,21.0,1533,Reg,MeadowV,SFoyer,5,7,1970,1970,CemntBd,CmentBd,2,CBlock,3.0,Av,GLQ,553.0,77.0,630.0,5,630,630,1.0,1,0,1,4.0,3,0,,,,,0.0,0.0,0,92000.0
1451,60.0,9000,Reg,NAmes,2Story,5,5,1974,1974,VinylSd,VinylSd,2,CBlock,3.0,No,Unf,0.0,896.0,896.0,3,896,1792,0.0,2,2,4,2.0,8,0,,,,,0.0,0.0,45,136000.0
1452,78.0,9262,Reg,Somerst,1Story,8,5,2008,2009,CemntBd,CmentBd,3,PConc,3.0,No,Unf,0.0,1573.0,1573.0,5,1578,1578,0.0,2,0,3,4.0,7,1,4.0,Attchd,2008.0,3.0,3.0,840.0,36,287090.0
1453,35.0,3675,Reg,Edwards,SLvl,5,5,2005,2005,VinylSd,VinylSd,2,PConc,3.0,Gd,GLQ,547.0,0.0,547.0,4,1072,1072,1.0,1,0,2,2.0,5,0,,Basment,2005.0,3.0,2.0,525.0,28,145000.0
1454,90.0,17217,Reg,Mitchel,1Story,5,5,2006,2006,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,1140.0,1140.0,5,1140,1140,0.0,1,0,3,2.0,6,0,,,,,0.0,0.0,56,84500.0
1455,62.0,7500,Reg,Somerst,1Story,7,5,2004,2005,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,410.0,811.0,1221.0,5,1221,1221,1.0,2,0,2,3.0,6,0,,Attchd,2004.0,2.0,2.0,400.0,113,185000.0
1456,62.0,7917,Reg,Gilbert,2Story,6,5,1999,2000,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,953.0,953.0,5,953,1647,0.0,2,1,3,2.0,7,1,3.0,Attchd,1999.0,2.0,2.0,460.0,40,175000.0
1457,85.0,13175,Reg,NWAmes,1Story,6,6,1978,1988,Plywood,Plywood,2,CBlock,3.0,No,ALQ,790.0,589.0,1542.0,3,2073,2073,1.0,2,0,3,2.0,7,2,3.0,Attchd,1978.0,1.0,2.0,500.0,0,210000.0
1458,66.0,9042,Reg,Crawfor,2Story,7,9,1941,2006,CemntBd,CmentBd,4,Stone,2.0,No,GLQ,275.0,877.0,1152.0,5,1188,2340,0.0,2,0,4,3.0,9,2,4.0,Attchd,1941.0,2.0,1.0,252.0,60,266500.0
1459,68.0,9717,Reg,NAmes,1Story,5,6,1950,1996,MetalSd,MetalSd,2,CBlock,2.0,Mn,GLQ,49.0,0.0,1078.0,4,1078,1078,1.0,1,0,2,3.0,5,0,,Attchd,1950.0,1.0,1.0,240.0,0,142125.0
1460,75.0,9937,Reg,Edwards,1Story,5,6,1965,1965,HdBoard,HdBoard,3,CBlock,2.0,No,BLQ,830.0,136.0,1256.0,4,1256,1256,1.0,1,1,3,2.0,6,0,,Attchd,1965.0,3.0,1.0,276.0,68,147500.0
1461,80.0,11622,Reg,NAmes,1Story,5,6,1961,1961,VinylSd,VinylSd,2,CBlock,2.0,No,Rec,468.0,270.0,882.0,3,896,896,0.0,1,0,2,2.0,5,0,,Attchd,1961.0,1.0,1.0,730.0,0,
1462,81.0,14267,IR1,NAmes,1Story,6,6,1958,1958,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,ALQ,923.0,406.0,1329.0,3,1329,1329,0.0,1,1,3,3.0,6,0,,Attchd,1958.0,1.0,1.0,312.0,36,
1463,74.0,13830,IR1,Gilbert,2Story,5,5,1997,1998,VinylSd,VinylSd,2,PConc,3.0,No,GLQ,791.0,137.0,928.0,4,928,1629,0.0,2,1,3,2.0,6,1,3.0,Attchd,1997.0,3.0,2.0,482.0,34,
1464,78.0,9978,IR1,Gilbert,2Story,6,6,1998,1998,VinylSd,VinylSd,2,PConc,2.0,No,GLQ,602.0,324.0,926.0,5,926,1604,0.0,2,1,3,3.0,7,1,4.0,Attchd,1998.0,3.0,2.0,470.0,36,
1465,43.0,5005,IR1,StoneBr,1Story,8,5,1992,1992,HdBoard,HdBoard,3,PConc,3.0,No,ALQ,263.0,1017.0,1280.0,5,1280,1280,0.0,2,0,2,3.0,5,0,,Attchd,1992.0,2.0,2.0,506.0,82,
1466,75.0,10000,IR1,Gilbert,2Story,6,5,1993,1994,HdBoard,HdBoard,2,PConc,3.0,No,Unf,0.0,763.0,763.0,4,763,1655,0.0,2,1,3,2.0,7,1,3.0,Attchd,1993.0,3.0,2.0,440.0,84,
1467,,7980,IR1,Gilbert,1Story,6,7,1992,2007,HdBoard,HdBoard,2,PConc,3.0,No,ALQ,935.0,233.0,1168.0,5,1187,1187,1.0,2,0,3,2.0,6,0,,Attchd,1992.0,3.0,2.0,420.0,21,
1468,63.0,8402,IR1,Gilbert,2Story,6,5,1998,1998,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,789.0,789.0,4,789,1465,0.0,2,1,3,2.0,7,1,4.0,Attchd,1998.0,3.0,2.0,393.0,75,
1469,85.0,10176,Reg,Gilbert,1Story,7,5,1990,1990,HdBoard,HdBoard,2,PConc,3.0,Gd,GLQ,637.0,663.0,1300.0,4,1341,1341,1.0,1,1,2,3.0,5,1,1.0,Attchd,1990.0,1.0,2.0,506.0,0,
1470,70.0,8400,Reg,NAmes,1Story,4,5,1970,1970,Plywood,Plywood,2,CBlock,2.0,No,ALQ,804.0,0.0,882.0,3,882,882,1.0,1,0,2,2.0,4,0,,Attchd,1970.0,3.0,2.0,525.0,0,
1471,26.0,5858,IR1,NAmes,1Story,7,5,1999,1999,MetalSd,MetalSd,3,PConc,3.0,No,GLQ,1051.0,354.0,1405.0,5,1337,1337,1.0,2,0,2,3.0,5,1,2.0,Attchd,1999.0,3.0,2.0,511.0,68,
1472,21.0,1680,Reg,BrDale,2Story,6,5,1971,1971,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,156.0,327.0,483.0,3,483,987,0.0,1,1,2,2.0,5,0,,Detchd,1971.0,1.0,1.0,264.0,0,
1473,21.0,1680,Reg,BrDale,2Story,5,5,1971,1971,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,300.0,225.0,525.0,3,525,1092,0.0,1,1,3,2.0,6,0,,Detchd,1997.0,1.0,1.0,320.0,0,
1474,24.0,2280,Reg,NPkVill,2Story,6,6,1975,1975,Plywood,Brk Cmn,2,CBlock,2.0,No,ALQ,514.0,341.0,855.0,3,855,1456,0.0,2,1,3,3.0,6,1,3.0,Attchd,1975.0,1.0,2.0,440.0,0,
1475,24.0,2280,Reg,NPkVill,1Story,7,6,1975,1975,Plywood,Brk Cmn,2,CBlock,3.0,No,Unf,0.0,836.0,836.0,5,836,836,0.0,1,0,2,2.0,4,0,,Attchd,1975.0,1.0,1.0,308.0,30,
1476,102.0,12858,IR1,NridgHt,2Story,9,5,2009,2010,VinylSd,VinylSd,4,PConc,4.0,No,Unf,0.0,1590.0,1590.0,5,1627,2334,0.0,2,1,3,4.0,10,1,4.0,Attchd,2009.0,3.0,3.0,751.0,133,
1477,94.0,12883,IR1,NridgHt,1Story,8,5,2009,2010,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1544.0,1544.0,5,1544,1544,0.0,2,0,3,3.0,7,0,,Attchd,2009.0,2.0,3.0,868.0,35,
1478,90.0,11520,Reg,NridgHt,1Story,9,5,2005,2005,VinylSd,VinylSd,3,PConc,4.0,No,GLQ,110.0,1588.0,1698.0,5,1698,1698,0.0,2,0,3,4.0,7,1,4.0,Attchd,2005.0,3.0,3.0,730.0,74,
1479,79.0,14122,IR1,NridgHt,1Story,8,5,2005,2006,CemntBd,CmentBd,3,PConc,4.0,No,GLQ,28.0,1794.0,1822.0,5,1822,1822,0.0,2,0,3,4.0,8,1,4.0,Attchd,2005.0,2.0,3.0,678.0,119,
1480,110.0,14300,Reg,NridgHt,1Story,9,5,2003,2004,VinylSd,VinylSd,4,PConc,4.0,Gd,GLQ,1373.0,1473.0,2846.0,5,2696,2696,1.0,2,1,3,4.0,10,2,4.0,Attchd,2003.0,3.0,3.0,958.0,150,
1481,105.0,13650,Reg,NridgHt,2Story,8,5,2002,2002,VinylSd,VinylSd,3,PConc,3.0,Gd,GLQ,578.0,1093.0,1671.0,5,1687,2250,1.0,2,1,3,3.0,7,1,5.0,Attchd,2002.0,3.0,3.0,756.0,130,
1482,41.0,7132,IR1,NridgHt,1Story,8,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,Mn,GLQ,24.0,1346.0,1370.0,5,1370,1370,0.0,2,0,2,3.0,6,1,4.0,Attchd,2006.0,2.0,2.0,484.0,49,
1483,100.0,18494,IR1,Gilbert,1Story,6,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1324.0,1324.0,5,1324,1324,0.0,2,0,3,3.0,6,0,,Attchd,2005.0,3.0,2.0,430.0,23,
1484,43.0,3203,Reg,Blmngtn,1Story,7,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,16.0,1129.0,1145.0,5,1145,1145,0.0,2,0,2,3.0,6,0,,Attchd,2006.0,3.0,2.0,437.0,116,
1485,67.0,13300,IR1,Gilbert,SLvl,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,326.0,58.0,384.0,5,744,1374,1.0,2,1,3,3.0,7,1,4.0,BuiltIn,2004.0,3.0,2.0,400.0,0,
1486,63.0,8577,IR1,Gilbert,2Story,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,847.0,847.0,5,847,1733,0.0,2,1,3,3.0,7,1,4.0,BuiltIn,2004.0,3.0,2.0,433.0,48,
1487,60.0,17433,IR2,NoRidge,2Story,8,5,1998,1998,VinylSd,VinylSd,3,PConc,4.0,No,Unf,0.0,1629.0,1629.0,5,1645,2475,0.0,2,1,4,3.0,7,1,3.0,Attchd,1998.0,3.0,3.0,962.0,172,
1488,73.0,8987,Reg,Somerst,1Story,8,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,,Unf,0.0,1595.0,1595.0,5,1595,1595,0.0,2,0,2,3.0,6,1,4.0,Attchd,2005.0,2.0,3.0,880.0,0,
1489,92.0,9215,Reg,Somerst,1Story,7,5,2009,2010,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1218.0,1218.0,5,1218,1218,0.0,2,0,2,3.0,4,0,,Attchd,2009.0,2.0,2.0,676.0,136,
1490,84.0,10440,Reg,Somerst,1Story,6,5,2005,2005,VinylSd,VinylSd,3,PConc,4.0,No,GLQ,1414.0,54.0,1468.0,5,1468,1468,1.0,2,0,2,3.0,6,1,4.0,Attchd,2005.0,3.0,2.0,528.0,102,
1491,70.0,11920,Reg,SawyerW,2Story,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,Av,Unf,0.0,831.0,831.0,5,831,1659,0.0,2,1,3,3.0,8,0,,Attchd,2004.0,2.0,2.0,484.0,68,
1492,70.0,9800,Reg,SawyerW,1Story,5,5,1920,1950,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,816.0,816.0,3,1012,1012,0.0,1,0,2,2.0,5,0,,Detchd,1920.0,1.0,1.0,429.0,0,
1493,39.0,15410,IR1,Sawyer,1Story,6,6,1974,2002,Plywood,Plywood,2,CBlock,2.0,Gd,BLQ,126.0,223.0,1208.0,5,1494,1494,1.0,2,0,3,2.0,7,2,2.0,Attchd,1974.0,3.0,2.0,461.0,0,
1494,85.0,13143,IR1,NoRidge,2Story,8,5,1993,1993,HdBoard,ImStucc,3,PConc,3.0,No,LwQ,250.0,0.0,1231.0,5,1251,2349,1.0,2,1,4,3.0,9,1,3.0,Attchd,1993.0,2.0,3.0,762.0,130,
1495,88.0,11134,Reg,NoRidge,2Story,8,5,1992,1993,HdBoard,HdBoard,3,PConc,3.0,No,GLQ,1129.0,261.0,1390.0,5,1402,2225,1.0,2,1,4,3.0,7,1,3.0,Attchd,1992.0,2.0,3.0,713.0,30,
1496,25.0,4835,IR1,Somerst,1Story,7,5,2004,2005,MetalSd,MetalSd,3,PConc,4.0,Av,GLQ,1298.0,190.0,1488.0,5,1488,1488,1.0,2,0,2,3.0,6,1,4.0,Attchd,2004.0,3.0,2.0,506.0,50,
1497,39.0,3515,Reg,Somerst,2Story,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,840.0,840.0,5,840,1680,0.0,2,1,2,3.0,3,0,,Attchd,2004.0,2.0,2.0,588.0,111,
1498,30.0,3215,Reg,Somerst,2Story,7,5,2004,2004,MetalSd,MetalSd,3,PConc,3.0,Av,GLQ,280.0,320.0,600.0,5,600,1200,0.0,2,1,2,3.0,4,0,,Detchd,2004.0,2.0,2.0,480.0,172,
1499,24.0,2544,Reg,Somerst,2Story,7,5,2004,2005,MetalSd,MetalSd,3,PConc,3.0,No,GLQ,368.0,190.0,600.0,5,600,1200,1.0,2,1,2,3.0,4,0,,Detchd,2004.0,2.0,2.0,480.0,172,
1500,24.0,2544,Reg,Somerst,2Story,6,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,376.0,224.0,600.0,5,600,1236,1.0,2,1,2,3.0,4,0,,Detchd,2005.0,2.0,2.0,480.0,166,
1501,,2980,Reg,Somerst,2Story,6,5,2000,2000,MetalSd,MetalSd,3,PConc,3.0,No,GLQ,466.0,290.0,756.0,5,756,1512,1.0,2,1,2,3.0,5,0,,Detchd,2000.0,1.0,2.0,440.0,32,
1502,,2403,IR1,Somerst,2Story,7,5,2003,2003,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,244.0,286.0,530.0,5,530,1080,0.0,2,1,2,3.0,4,0,,Attchd,2003.0,2.0,2.0,496.0,50,
1503,57.0,12853,IR1,Somerst,1Story,8,5,2010,2010,CemntBd,CmentBd,3,PConc,4.0,No,GLQ,1032.0,610.0,1642.0,5,1418,1418,1.0,1,1,1,3.0,6,1,4.0,Attchd,2010.0,2.0,3.0,852.0,192,
1504,68.0,7379,IR1,Somerst,2Story,8,5,2000,2000,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,484.0,491.0,975.0,5,975,1848,1.0,2,1,3,3.0,7,1,3.0,Attchd,2000.0,2.0,2.0,592.0,184,
1505,80.0,8000,Reg,Somerst,1Story,7,5,2002,2002,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,833.0,659.0,1492.0,5,1492,1492,1.0,2,0,3,3.0,6,1,4.0,Attchd,2002.0,2.0,2.0,596.0,137,
1506,,10456,IR1,NWAmes,1Story,6,6,1967,1967,HdBoard,HdBoard,2,CBlock,2.0,No,GLQ,506.0,1323.0,1829.0,4,1829,1829,1.0,2,0,4,2.0,8,0,,Attchd,1967.0,2.0,2.0,535.0,76,
1507,80.0,10791,Reg,NWAmes,2Story,6,5,1993,1993,MetalSd,MetalSd,2,PConc,3.0,Mn,GLQ,1137.0,143.0,1280.0,5,1280,2495,1.0,2,1,4,3.0,9,1,3.0,Attchd,1993.0,1.0,2.0,660.0,32,
1508,,18837,IR1,NWAmes,1.5Fin,6,5,1978,1978,MetalSd,MetalSd,2,PConc,3.0,Mn,ALQ,687.0,491.0,1224.0,3,1287,1891,0.0,3,0,3,2.0,7,1,3.0,Attchd,1978.0,2.0,2.0,678.0,69,
1509,80.0,9600,Reg,NWAmes,2Story,6,6,1971,1971,MetalSd,MetalSd,2,CBlock,2.0,No,ALQ,329.0,386.0,715.0,3,930,1645,0.0,1,2,4,2.0,7,0,,Attchd,1971.0,2.0,2.0,441.0,78,
